threshold,tp,fp,fn,tn,precision,recall,fraud_missed_cost,review_cost,total_cost
0.59,100,12,23,71067,0.8928571428571429,0.8130081300813008,2300.0,60.0,2360.0
0.6,100,12,23,71067,0.8928571428571429,0.8130081300813008,2300.0,60.0,2360.0
0.61,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.62,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.63,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.64,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.65,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.66,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.67,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.68,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.6900000000000001,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.7000000000000001,100,11,23,71068,0.9009009009009009,0.8130081300813008,2300.0,55.0,2355.0
0.7100000000000001,99,11,24,71068,0.9,0.8048780487804879,2400.0,55.0,2455.0
0.72,99,11,24,71068,0.9,0.8048780487804879,2400.0,55.0,2455.0
0.73,98,11,25,71068,0.8990825688073395,0.7967479674796748,2500.0,55.0,2555.0
0.74,98,10,25,71069,0.9074074074074074,0.7967479674796748,2500.0,50.0,2550.0
0.75,98,10,25,71069,0.9074074074074074,0.7967479674796748,2500.0,50.0,2550.0
0.76,98,9,25,71070,0.9158878504672897,0.7967479674796748,2500.0,45.0,2545.0
0.77,98,9,25,71070,0.9158878504672897,0.7967479674796748,2500.0,45.0,2545.0
0.78,98,8,25,71071,0.9245283018867925,0.7967479674796748,2500.0,40.0,2540.0
0.79,98,8,25,71071,0.9245283018867925,0.7967479674796748,2500.0,40.0,2540.0
0.8,98,7,25,71072,0.9333333333333333,0.7967479674796748,2500.0,35.0,2535.0
0.81,98,7,25,71072,0.9333333333333333,0.7967479674796748,2500.0,35.0,2535.0
0.8200000000000001,98,7,25,71072,0.9333333333333333,0.7967479674796748,2500.0,35.0,2535.0
0.8300000000000001,98,7,25,71072,0.9333333333333333,0.7967479674796748,2500.0,35.0,2535.0
0.8400000000000001,98,7,25,71072,0.9333333333333333,0.7967479674796748,2500.0,35.0,2535.0
0.85,98,7,25,71072,0.9333333333333333,0.7967479674796748,2500.0,35.0,2535.0
0.86,98,7,25,71072,0.9333333333333333,0.7967479674796748,2500.0,35.0,2535.0
0.87,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.88,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.89,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.9,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.91,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.92,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.93,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.9400000000000001,98,6,25,71073,0.9423076923076923,0.7967479674796748,2500.0,30.0,2530.0
0.9500000000000001,98,5,25,71074,0.9514563106796117,0.7967479674796748,2500.0,25.0,2525.0
0.9600000000000001,98,5,25,71074,0.9514563106796117,0.7967479674796748,2500.0,25.0,2525.0
0.97,98,5,25,71074,0.9514563106796117,0.7967479674796748,2500.0,25.0,2525.0
0.98,98,2,25,71077,0.98,0.7967479674796748,2500.0,10.0,2510.0
0.99,97,2,26,71077,0.9797979797979798,0.7886178861788617,2600.0,10.0,2610.0
